date,avg_sentiment
2018-04-08,0.6699975
2018-04-09,0.5829987
2018-04-10,0.52682775
2018-04-11,0.52842396
2018-04-12,0.5290151
2018-04-13,0.4975003
2018-04-14,0.5827216
2018-04-15,0.58837134
2018-04-16,0.56808835
2018-04-17,0.5717769
2018-04-18,0.57886225
2018-04-19,0.4870731
2018-04-20,0.46711457
2018-04-21,0.5835769
2018-04-22,0.59937567
2018-04-23,0.5215141
2018-04-24,0.49918377
2018-04-25,0.5091309
2018-04-26,0.5377123
2018-04-27,0.5410258
2018-04-28,0.5683071
2018-04-29,0.64404595
2018-04-30,0.51064837
2018-05-01,0.41448697
2018-05-02,0.3969293
2018-05-03,0.5271132
2018-05-04,0.47173345
2018-05-05,0.5768564
2018-05-06,0.4464358
2018-05-07,0.4503322
2018-05-08,0.49251425
2018-05-09,0.48986652
2018-05-10,0.46013293
2018-05-11,0.5229212
2018-05-12,0.41560823
2018-05-13,0.44402042
2018-05-14,0.4965248
2018-05-15,0.49336252
2018-05-16,0.47173575
2018-05-17,0.4893253
2018-05-18,0.5577461
2018-05-19,0.47080705
2018-05-20,0.4126368
2018-05-21,0.5125254
2018-05-22,0.5085946
2018-05-23,0.4955021
2018-05-24,0.46642518
2018-05-25,0.47313628
2018-05-26,0.44725153
2018-05-27,0.4784456
2018-05-28,0.40696803
2018-05-29,0.5121377
2018-05-30,0.47149742
2018-05-31,0.50208175
2018-06-01,0.39421558
2018-06-02,0.45782682
2018-06-03,0.4501295
2018-06-04,0.50346696
2018-06-05,0.49252275
2018-06-06,0.5282206
2018-06-07,0.52219045
2018-06-08,0.42829433
2018-06-09,0.6089431
2018-06-10,0.42202893
2018-06-11,0.48252285
2018-06-12,0.5253251
2018-06-13,0.5142709
2018-06-14,0.52535945
2018-06-15,0.51813906
2018-06-16,0.5078029
2018-06-17,0.473725
2018-06-18,0.52987754
2018-06-19,0.50768346
2018-06-20,0.5259627
2018-06-21,0.5296125
2018-06-22,0.5316329
2018-06-23,0.44621506
2018-06-24,0.4843959
2018-06-25,0.5071459
2018-06-26,0.5413081
2018-06-27,0.46831962
2018-06-28,0.53535235
2018-06-29,0.53130066
2018-06-30,0.69196284
2018-07-01,0.5182649
2018-07-02,0.6153102
2018-07-03,0.61617786
2018-07-04,0.69109887
2018-07-05,0.5879131
2018-07-06,0.5619142
2018-07-07,0.6879851
2018-07-08,0.62261117
2018-07-09,0.54492146
2018-07-10,0.57509667
2018-07-11,0.6182372
2018-07-12,0.55472314
2018-07-13,0.575069
2018-07-14,0.6234947
2018-07-15,0.5736466
2018-07-16,0.58398527
2018-07-17,0.60856456
2018-07-18,0.60957205
2018-07-19,0.5784519
2018-07-20,0.5998869
2018-07-21,0.6643245
2018-07-22,0.6754041
2018-07-23,0.58125
2018-07-24,0.5571271
2018-07-25,0.5352037
2018-07-26,0.5282166
2018-07-27,0.5524853
2018-07-28,0.6322417
2018-07-29,0.6507075
2018-07-30,0.5643414
2018-07-31,0.35092613
2018-08-01,0.4713882
2018-08-02,0.5533281
2018-08-03,0.569411
2018-08-04,0.6212888
2018-08-05,0.6262709
2018-08-06,0.5613864
2018-08-07,0.6083508
2018-08-08,0.5828206
2018-08-09,0.5649374
2018-08-10,0.61736387
2018-08-11,0.6710175
2018-08-12,0.70725137
2018-08-13,0.51122826
2018-08-14,0.57271856
2018-08-15,0.5557776
2018-08-16,0.54008347
2018-08-17,0.5321498
2018-08-18,0.64504933
2018-08-19,0.65378046
2018-08-20,0.55614996
2018-08-21,0.55578727
2018-08-22,0.6009936
2018-08-23,0.629807
2018-08-24,0.63535166
2018-08-25,0.64544624
2018-08-26,0.6038129
2018-08-27,0.6272307
2018-08-28,0.5738482
2018-08-29,0.55578804
2018-08-30,0.56586754
2018-08-31,0.5250271
2018-09-01,0.6675434
2018-09-02,0.68295497
2018-09-03,0.68711126
2018-09-04,0.5488148
2018-09-05,0.55363685
2018-09-06,0.58428013
